1,212.5
2,212.4978884380565
3,212.33877337376103
4,212.02556446039358
5,211.5614157656741
6,210.94968803156559
7,210.193703183279
8,209.29696292329265
9,208.2632336041433
10,207.09629843634335
11,205.79983021800072
12,204.3778651857344
13,202.83455146660785
14,201.17375219134857
15,199.39959083049345
16,197.51638655887035
17,195.52826938224138
18,193.43930639347485
19,191.25382882362476
20,188.9761563141454
21,186.6102692071262
22,184.1603633728675
23,181.63074031679332
24,179.02576658883183
25,176.34935536516122
26,173.60541814126745
27,170.7980969967047
28,167.93160122231197
29,165.00998755248128
30,162.03677268913265
31,159.01580355884983
32,155.95101123949715
33,152.84636474536504
34,149.7053498580965
35,146.53140761206186
36,143.32815236147727
37,140.0992633396115
38,136.84831064951237
39,133.57844957744317
40,130.29300207775483
41,126.99537560593015
42,123.6890372251778
43,120.37712576130615
44,117.06267417345873
45,113.7488511171522
46,110.4389310841687
47,107.13629726747331
48,103.84411506269086
49,100.56521978069212
50,97.30279070149093
51,94.06015547785877
52,90.84064547902146
53,87.64719124145081
54,84.48305259956814
55,81.35169894670781
56,78.25639374487281
57,75.20039068118734
58,72.18727334237656
59,69.22075615382275
60,66.30427918393109
61,63.44166610154999
62,60.63683789082426
63,57.8936270518968
64,55.21626181779087
65,52.60896554031762
66,50.07610841590208
67,47.622252405102046
68,45.252050710197885
69,42.97043434595998
70,40.78236590825768
71,38.69316096112547
72,36.708110238735635
73,34.832963986740104
74,33.07339443970115
75,31.435520040554433
76,29.925545299664964
77,28.5503144218778
78,27.316621202320214
79,26.231895805032543
80,25.303795060649175
81,24.540335804984085
82,23.95017620934613
83,23.542057473014587
84,23.325569912958102
85,23.310462927562156
86,23.507003670572743
87,23.926134781059655
88,24.57855631913053
89,25.47592053079391
90,26.629865935030598
91,28.051775487083237
92,29.752855375155114
93,31.743182628674884
94,34.029982855695366
95,36.61610545643634
96,39.49923816987551
97,42.6720644267477
98,46.122789748528064
99,49.835635800701745
100,53.79136663913802
101,58.00409655992504
102,62.374588882635294
103,66.91897574009963
104,71.60846793363183
105,76.41610140459545
106,81.31523978715644
107,86.27907503864996
108,91.2819852609409
109,96.2999314103305
110,101.31063906552693
111,106.29199239079838
112,111.22547012383535
113,116.09231732962618
114,120.87706447359008
115,125.5640343088781
